ablation,task,budget,seed,total_budget,sample_count,valid_count,null_score_count,recorded_null_rate,valid_yield_per_budget,generation_attempts,non_generation_calls,unregistered_generation_count,invalid_null_proxy_rate,run_dir
mpage_orig,bi_cvrp,100,2027,100.0,23,10,13,0.5652173913043478,0.1,,,,0.5652173913043478,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_cvrp/B100/seed2027/20260526_161425_BICVRPEvaluation_MPaGE-orig
mpage_orig,bi_cvrp,100,2028,100.0,24,12,12,0.5,0.12,,,,0.5,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_cvrp/B100/seed2028/20260526_164006_BICVRPEvaluation_MPaGE-orig
mpage_orig,bi_cvrp,100,2029,100.0,26,15,11,0.4230769230769231,0.15,,,,0.4230769230769231,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_cvrp/B100/seed2029/20260526_170422_BICVRPEvaluation_MPaGE-orig
mpage_orig,bi_cvrp,200,2025,200.0,39,17,22,0.5641025641025641,0.085,,,,0.5641025641025641,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_cvrp/B200/seed2025/20260526_173514_BICVRPEvaluation_MPaGE-orig
mpage_orig,bi_cvrp,200,2026,200.0,33,17,16,0.48484848484848486,0.085,,,,0.48484848484848486,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_cvrp/B200/seed2026/20260526_183211_BICVRPEvaluation_MPaGE-orig
mpage_orig,bi_cvrp,200,2027,200.0,33,21,12,0.36363636363636365,0.105,,,,0.36363636363636365,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_cvrp/B200/seed2027/20260526_191542_BICVRPEvaluation_MPaGE-orig
mpage_orig,bi_cvrp,200,2028,200.0,31,14,17,0.5483870967741935,0.07,,,,0.5483870967741935,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_cvrp/B200/seed2028/20260526_200049_BICVRPEvaluation_MPaGE-orig
mpage_orig,bi_cvrp,200,2029,200.0,31,17,14,0.45161290322580644,0.085,,,,0.45161290322580644,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_cvrp/B200/seed2029/20260526_205018_BICVRPEvaluation_MPaGE-orig
mpage_orig,bi_cvrp,25,2025,25.0,10,6,4,0.4,0.24,,,,0.4,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_cvrp/B25/seed2025/20260526_131017_BICVRPEvaluation_MPaGE-orig
mpage_orig,bi_cvrp,25,2026,25.0,9,7,2,0.2222222222222222,0.28,,,,0.2222222222222222,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_cvrp/B25/seed2026/20260526_131910_BICVRPEvaluation_MPaGE-orig
mpage_orig,bi_cvrp,25,2027,25.0,7,4,3,0.42857142857142855,0.16,,,,0.42857142857142855,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_cvrp/B25/seed2027/20260526_132610_BICVRPEvaluation_MPaGE-orig
mpage_orig,bi_cvrp,25,2028,25.0,5,4,1,0.2,0.16,,,,0.2,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_cvrp/B25/seed2028/20260526_133327_BICVRPEvaluation_MPaGE-orig
mpage_orig,bi_cvrp,25,2029,25.0,8,5,3,0.375,0.2,,,,0.375,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_cvrp/B25/seed2029/20260526_134202_BICVRPEvaluation_MPaGE-orig
mpage_orig,bi_cvrp,50,2025,50.0,11,7,4,0.36363636363636365,0.14,,,,0.36363636363636365,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_cvrp/B50/seed2025/20260526_134909_BICVRPEvaluation_MPaGE-orig
mpage_orig,bi_cvrp,50,2026,50.0,19,9,10,0.5263157894736842,0.18,,,,0.5263157894736842,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_cvrp/B50/seed2026/20260526_140317_BICVRPEvaluation_MPaGE-orig
mpage_orig,bi_cvrp,50,2027,50.0,15,7,8,0.5333333333333333,0.14,,,,0.5333333333333333,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_cvrp/B50/seed2027/20260526_142333_BICVRPEvaluation_MPaGE-orig
mpage_orig,bi_cvrp,50,2028,50.0,22,7,15,0.6818181818181818,0.14,,,,0.6818181818181818,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_cvrp/B50/seed2028/20260526_143839_BICVRPEvaluation_MPaGE-orig
mpage_orig,bi_cvrp,50,2029,50.0,14,8,6,0.42857142857142855,0.16,,,,0.42857142857142855,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_cvrp/B50/seed2029/20260526_150044_BICVRPEvaluation_MPaGE-orig
mpage_orig,bi_kp,100,2025,100.0,13,10,3,0.23076923076923078,0.1,,,,0.23076923076923078,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B100/seed2025/20260527_114230_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,100,2026,100.0,22,13,9,0.4090909090909091,0.13,,,,0.4090909090909091,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B100/seed2026/20260527_120458_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,100,2027,100.0,15,13,2,0.13333333333333333,0.13,,,,0.13333333333333333,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B100/seed2027/20260527_123302_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,100,2028,100.0,18,13,5,0.2777777777777778,0.13,,,,0.2777777777777778,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B100/seed2028/20260527_125308_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,100,2029,100.0,16,9,7,0.4375,0.09,,,,0.4375,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B100/seed2029/20260527_131422_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,200,2025,200.0,37,21,16,0.43243243243243246,0.105,,,,0.43243243243243246,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B200/seed2025/20260527_133708_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,200,2026,200.0,19,12,7,0.3684210526315789,0.06,,,,0.3684210526315789,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B200/seed2026/20260527_144525_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,200,2027,200.0,36,22,14,0.3888888888888889,0.11,,,,0.3888888888888889,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B200/seed2027/20260527_152334_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,200,2028,200.0,29,16,13,0.4482758620689655,0.08,,,,0.4482758620689655,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B200/seed2028/20260527_161247_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,200,2029,200.0,37,17,20,0.5405405405405406,0.085,,,,0.5405405405405406,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B200/seed2029/20260527_170735_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,25,2025,25.0,9,4,5,0.5555555555555556,0.16,,,,0.5555555555555556,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B25/seed2025/20260526_212958_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,25,2026,25.0,8,5,3,0.375,0.2,,,,0.375,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B25/seed2026/20260526_214030_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,25,2027,25.0,13,6,7,0.5384615384615384,0.24,,,,0.5384615384615384,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B25/seed2027/20260526_215117_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,25,2028,25.0,6,5,1,0.16666666666666666,0.2,,,,0.16666666666666666,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B25/seed2028/20260527_004052_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,25,2029,25.0,6,4,2,0.3333333333333333,0.16,,,,0.3333333333333333,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B25/seed2029/20260527_004832_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,50,2025,50.0,11,8,3,0.2727272727272727,0.16,,,,0.2727272727272727,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B50/seed2025/20260527_005803_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,50,2026,50.0,10,9,1,0.1,0.18,,,,0.1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B50/seed2026/20260527_010918_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,50,2027,50.0,11,8,3,0.2727272727272727,0.16,,,,0.2727272727272727,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B50/seed2027/20260527_012136_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,50,2028,50.0,17,8,9,0.5294117647058824,0.16,,,,0.5294117647058824,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B50/seed2028/20260527_013419_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,50,2029,50.0,12,6,6,0.5,0.12,,,,0.5,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B50/seed2029/20260527_112546_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,100,2025,100.0,22,18,4,0.18181818181818182,0.18,,,,0.18181818181818182,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B100/seed2025/20260526_004827_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,100,2026,100.0,25,19,6,0.24,0.19,,,,0.24,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B100/seed2026/20260526_005827_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,100,2027,100.0,28,21,7,0.25,0.21,,,,0.25,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B100/seed2027/20260526_011219_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,100,2028,100.0,26,22,4,0.15384615384615385,0.22,,,,0.15384615384615385,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B100/seed2028/20260526_012636_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,100,2029,100.0,26,19,7,0.2692307692307692,0.19,,,,0.2692307692307692,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B100/seed2029/20260526_013811_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,200,2025,200.0,52,39,13,0.25,0.195,,,,0.25,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B200/seed2025/20260526_015003_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,200,2026,200.0,53,39,14,0.2641509433962264,0.195,,,,0.2641509433962264,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B200/seed2026/20260526_021717_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,200,2027,200.0,39,20,19,0.48717948717948717,0.1,,,,0.48717948717948717,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B200/seed2027/20260526_024026_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,200,2028,200.0,42,31,11,0.2619047619047619,0.155,,,,0.2619047619047619,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B200/seed2028/20260526_030401_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,200,2029,200.0,41,31,10,0.24390243902439024,0.155,,,,0.24390243902439024,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B200/seed2029/20260526_032622_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,25,2025,25.0,8,7,1,0.125,0.28,,,,0.125,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B25/seed2025/20260525_235730_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,25,2026,25.0,11,10,1,0.09090909090909091,0.4,,,,0.09090909090909091,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B25/seed2026/20260526_000053_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,25,2027,25.0,11,7,4,0.36363636363636365,0.28,,,,0.36363636363636365,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B25/seed2027/20260526_000637_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,25,2028,25.0,8,7,1,0.125,0.28,,,,0.125,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B25/seed2028/20260526_001034_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,25,2029,25.0,13,10,3,0.23076923076923078,0.4,,,,0.23076923076923078,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B25/seed2029/20260526_001342_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,50,2025,50.0,13,10,3,0.23076923076923078,0.2,,,,0.23076923076923078,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B50/seed2025/20260526_001711_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,50,2026,50.0,21,15,6,0.2857142857142857,0.3,,,,0.2857142857142857,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B50/seed2026/20260526_002211_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,50,2027,50.0,19,11,8,0.42105263157894735,0.22,,,,0.42105263157894735,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B50/seed2027/20260526_002801_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,50,2028,50.0,10,8,2,0.2,0.16,,,,0.2,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B50/seed2028/20260526_003555_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,50,2029,50.0,17,13,4,0.23529411764705882,0.26,,,,0.23529411764705882,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B50/seed2029/20260526_004235_BITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,100,2025,100.0,25,10,15,0.6,0.1,,,,0.6,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B100/seed2025/20260526_062652_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,100,2026,100.0,23,13,10,0.43478260869565216,0.13,,,,0.43478260869565216,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B100/seed2026/20260526_065544_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,100,2027,100.0,23,14,9,0.391304347826087,0.14,,,,0.391304347826087,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B100/seed2027/20260526_071929_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,100,2028,100.0,17,10,7,0.4117647058823529,0.1,,,,0.4117647058823529,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B100/seed2028/20260526_074829_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,100,2029,100.0,18,12,6,0.3333333333333333,0.12,,,,0.3333333333333333,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B100/seed2029/20260526_081715_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,200,2025,200.0,37,17,20,0.5405405405405406,0.085,,,,0.5405405405405406,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B200/seed2025/20260526_084754_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,200,2026,200.0,35,15,20,0.5714285714285714,0.075,,,,0.5714285714285714,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B200/seed2026/20260526_095040_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,200,2027,200.0,38,19,19,0.5,0.095,,,,0.5,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B200/seed2027/20260526_104202_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,200,2028,200.0,29,14,15,0.5172413793103449,0.07,,,,0.5172413793103449,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B200/seed2028/20260526_113245_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,200,2029,200.0,30,13,17,0.5666666666666667,0.065,,,,0.5666666666666667,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B200/seed2029/20260526_121813_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,25,2025,25.0,12,6,6,0.5,0.24,,,,0.5,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B25/seed2025/20260526_034743_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,25,2026,25.0,7,6,1,0.14285714285714285,0.24,,,,0.14285714285714285,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B25/seed2026/20260526_040355_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,25,2027,25.0,10,6,4,0.4,0.24,,,,0.4,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B25/seed2027/20260526_041544_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,25,2028,25.0,8,6,2,0.25,0.24,,,,0.25,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B25/seed2028/20260526_042831_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,25,2029,25.0,7,6,1,0.14285714285714285,0.24,,,,0.14285714285714285,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B25/seed2029/20260526_044025_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,50,2025,50.0,17,8,9,0.5294117647058824,0.16,,,,0.5294117647058824,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B50/seed2025/20260526_045216_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,50,2026,50.0,13,9,4,0.3076923076923077,0.18,,,,0.3076923076923077,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B50/seed2026/20260526_051607_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,50,2027,50.0,13,9,4,0.3076923076923077,0.18,,,,0.3076923076923077,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B50/seed2027/20260526_053015_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,50,2028,50.0,13,8,5,0.38461538461538464,0.16,,,,0.38461538461538464,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B50/seed2028/20260526_054746_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,50,2029,50.0,14,12,2,0.14285714285714285,0.24,,,,0.14285714285714285,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B50/seed2029/20260526_060732_TRITSPEvaluation_MPaGE-orig
